,table,field,field_after_change,is_closed
2474,com_TrackerEnquiries,ResultTrackerID,Result Tracker ID,1
2475,com_TrackerEnquiries,ResultStatusID,Result Status ID,1
2476,com_TrackerEnquiries,ResultTrackStatus,Result Track Status,0
2477,com_ExtraModelGuidSearchTemplateFields,FieldGuid,Field Guid,0
2478,com_ExtraModelGuidSearchTemplateFields,ConditionValue,Condition Value,0
2479,com_StimulsoftDidgahDesigner_ChartSeries,SeriesTypeId,Series Type Id,0
2480,com_StimulsoftDidgahDesigner_ChartSeries,StyleId,Style Id,0
2481,com_StimulsoftDidgahDesigner_ChartSeries,SeriesTitle,Series Title,0
2482,com_StimulsoftDidgahDesigner_ChartSeries,ValueDataColumn,Value Data Column,0
2483,com_StimulsoftDidgahDesigner_ChartSeries,ArgumentDataColumn,Argument Data Column,0
2484,com_StimulsoftDidgahDesigner_ChartSeries,WeightDataColumn,Weight Data Column,0
2485,com_StimulsoftDidgahDesigner_ChartSeries,ValueDataColumnOpen,Value Data Column Open,0
2486,com_StimulsoftDidgahDesigner_ChartSeries,ValueDataColumnClose,Value Data Column Close,0
2487,com_StimulsoftDidgahDesigner_ChartSeries,ValueDataColumnHigh,Value Data Column High,0
2488,com_StimulsoftDidgahDesigner_ChartSeries,ValueDataColumnLow,Value Data Column Low,0
2489,com_StimulsoftDidgahDesigner_ChartSeries,SortBy,Sort By,0
2490,com_StimulsoftDidgahDesigner_ChartSeries,ShowLegend,Show Legend,0
2491,com_StimulsoftDidgahDesigner_ChartSeries,AngleLable,Angle Lable,0
2492,com_StimulsoftDidgahDesigner_ChartSeries,SeriesTypeTitle,Series Type Title,0
2493,com_MobileDevices,RemoteWipe,Remote Wipe,0
2494,com_MobileDevices,FirstLoginDate,First Login Date,0
2495,com_MobileDevices,LastLoginDate,Last Login Date,0
2496,com_MobileDevices,AesKey,Aes Key,0
2497,com_MobileDevices,AesIV,Aes IV,0
2498,com_MobileDevices,RegistrationID,Registration ID,1
2499,com_MobileDevices,SessionAbandon,Session Abandon,0
2500,com_RelatedPermissionGroupsHistory,RelatedPermissionGroupGuid,Related Permission Group Guid,0
2501,com_RelatedPermissionGroupsHistory,RelatedPermissionGroupDeleted,Related Permission Group Deleted,0
2502,com_Trackers,StatusID,Status ID,1
2503,com_Trackers,StatusDate,Status Date,0
2504,com_ExtraModelGuidSearchTemplates,TableGuid,Table Guid,0
2505,com_StimulsoftDidgahDesigner_TemplateStyles,PaperKind,Paper Kind,0
2506,com_StimulsoftDidgahDesigner_TemplateStyles,PageOrientation,Page Orientation,0
2507,com_StimulsoftDidgahDesigner_TemplateStyles,MarginTop,Margin Top,0
2508,com_StimulsoftDidgahDesigner_TemplateStyles,MarginRight,Margin Right,0
2509,com_StimulsoftDidgahDesigner_TemplateStyles,MarginBottom,Margin Bottom,0
2510,com_StimulsoftDidgahDesigner_TemplateStyles,MarginLeft,Margin Left,0
2511,com_StimulsoftDidgahDesigner_TemplateStyles,CellHeight,Cell Height,0
2512,com_StimulsoftDidgahDesigner_TemplateStyles,CellDefaultWidth,Cell Default Width,0
2513,com_StimulsoftDidgahDesigner_TemplateStyles,HeaderFontName,Header Font Name,0
2514,com_StimulsoftDidgahDesigner_TemplateStyles,HeaderFontSize,Header Font Size,0
2515,com_StimulsoftDidgahDesigner_TemplateStyles,HeaderFontBold,Header Font Bold,0
2516,com_StimulsoftDidgahDesigner_TemplateStyles,RowFontName,Row Font Name,0
2517,com_StimulsoftDidgahDesigner_TemplateStyles,RowFontSize,Row Font Size,0
2518,com_StimulsoftDidgahDesigner_TemplateStyles,RowFontBold,Row Font Bold,0
2519,com_StimulsoftDidgahDesigner_TemplateStyles,HeaderColor,Header Color,0
2520,com_StimulsoftDidgahDesigner_TemplateStyles,EvenRowColor,Even Row Color,0
2521,com_StimulsoftDidgahDesigner_TemplateStyles,OddRowColor,Odd Row Color,0
2522,com_StimulsoftDidgahDesigner_TemplateStyles,TotalSumColor,Total Sum Color,0
2523,com_StimulsoftDidgahDesigner_TemplateStyles,PageSumColor,Page Sum Color,0
2524,com_StimulsoftDidgahDesigner_TemplateStyles,SumFromFirstColor,Sum From First Color,0
2525,com_StimulsoftDidgahDesigner_TemplateStyles,PreviousPageSumColor,Previous Page Sum Color,0
2526,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayPersianNumber,Display Persian Number,0
2527,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayPageNumber,Display Page Number,0
2528,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayReportDate,Display Report Date,0
2529,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayReportHeader,Display Report Header,0
2530,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayTotalSum,Display Total Sum,0
2531,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayPageSum,Display Page Sum,0
2532,com_StimulsoftDidgahDesigner_TemplateStyles,DisplaySumFromFirst,Display Sum From First,0
2533,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayPreviousPageSumInTop,Display Previous Page Sum In Top,0
2534,com_StimulsoftDidgahDesigner_TemplateStyles,DisplayPreviousPageSumInBottom,Display Previous Page Sum In Bottom,0
2535,com_StimulsoftDidgahDesigner_TemplateStyles,HeaderPrintOn,Header Print On,0
2536,com_StimulsoftDidgahDesigner_TemplateStyles,SignaturPrintOn,Signatur Print On,0
2537,com_StimulsoftDidgahDesigner_TemplateStyles,CrossTabDetailColor,Cross Tab Detail Color,0
2538,com_StimulsoftDidgahDesigner_TemplateStyles,CrossTabTotalColor,Cross Tab Total Color,0
2539,com_CostCenters,CostCenterTypeId,Cost Center Type Id,0
2540,com_Softwares,IsExternal,Is External,0
2541,com_StaffPermissionGroupsHistory,StaffPermissionGroupGuid,Staff Permission Group Guid,0
2542,com_StaffPermissionGroupsHistory,StaffPermissionGroupDeleted,Staff Permission Group Deleted,0
2543,com_TrackerSmsConfigs,LanguageCode,Language Code,0
2544,com_ExtraModelGuids,Top,Top,0
2545,com_ExtraModelGuids,Right,Right,0
2546,com_Deadlines,DeadlineDate,Deadline Date,0
2547,com_Deadlines,DismissOnView,Dismiss On View,0
2548,com_Deadlines,HasAlert,Has Alert,0
2549,com_StaffPermissionGroupAccessCodesHistory,StaffPermissionGroupAccessCodeGuid,Staff Permission Group Access Code Guid,0
2550,com_StaffPermissionGroupAccessCodesHistory,StaffPermissionGroupAccessCodeDeleted,Staff Permission Group Access Code Deleted,0
2551,com_CascadeAccesses,AvailableUpperLevels,Available Upper Levels,0
2552,com_CascadeAccesses,AvailableLowerLevels,Available Lower Levels,0
2553,com_CascadeAccesses,SameLevelAvailable,Same Level Available,0
2554,com_CascadeAccesses,AutoAssociationGuid,Auto Association Guid,0
2555,com_TrackerStatuses,Primary,Primary,0
2556,com_TrackerStatuses,SubDepartmentsUsable,Sub Departments Usable,0
2557,com_AssociationDetails,SubjectStaffGuid,Subject Staff Guid,0
2558,com_AssociationDetails,ObjectStaffGuid,Object Staff Guid,0
2559,com_Delegates,ShowUserInStaffTitle,Show User In Staff Title,0
2560,com_Delegates,Assigned,Assigned,0
2561,com_Delegates,Unassigned,Unassigned,0
2562,com_Delegates,Confirmed,Confirmed,0
2563,com_Delegates,DelegationType,Delegation Type,0
2564,com_UserPermissionGroupAccessCodesHistory,UserPermissionGroupAccessCodeGuid,User Permission Group Access Code Guid,0
2565,com_UserPermissionGroupAccessCodesHistory,UserPermissionGroupAccessCodeDeleted,User Permission Group Access Code Deleted,0
2566,com_DelegateUsers,DelegateGuid,Delegate Guid,0
2567,com_DelegateUsers,DelegateStatus,Delegate Status,0
2568,com_Associations,ObjectTitle,Object Title,0
2569,com_Associations,SubjectTitle,Subject Title,0
2570,com_StaffRelationHistory,StaffPersonRelationType,Staff Person Relation Type,0
2571,com_UserPermissionGroupsHistory,UserPermissionGroupGuid,User Permission Group Guid,0
2572,com_UserPermissionGroupsHistory,UserPermissionGroupDeleted,User Permission Group Deleted,0
2573,com_UpdateInformation,UpdateGuid,Update Guid,0
2574,com_StaffRelationHistoryDetail,StaffRelationHistoryGuid,Staff Relation History Guid,0
2575,com_Dashboards,Structure,Structure,0
2576,com_StaffAccessCodesHistory,StaffAccessCodeGuid,Staff Access Code Guid,0
2577,com_StaffAccessCodesHistory,StaffAccessCodeDeleted,Staff Access Code Deleted,0
2578,com_ReportParameters,TypeID,Type ID,1
2579,com_ReportParameters,OperatorID,Operator ID,1
2580,com_ReportParameters,Operand1Display,Operand Display,0
2581,com_DashboardItems,DashboardGuid,Dashboard Guid,0
2582,com_DashboardItems,SoftwareDashboardItemGuid,Software Dashboard Item Guid,0
2583,com_UserAccessCodesHistory,UserAccessCodeGuid,User Access Code Guid,0
2584,com_UserAccessCodesHistory,UserAccessCodeDeleted,User Access Code Deleted,0
2585,com_UserData,PersonId,Person Id,0
2586,com_UserData,CommandId,Command Id,0
2587,com_UserData,KeyCode,Key Code,0
2588,com_UserData,Shift,Shift,0
2589,com_UserData,Control,Control,0
2590,com_UserData,Alt,Alt,0
2591,com_UserData,System,System,0
2592,com_UserData,ShowInPanel,Show In Panel,0
2593,com_UserData,ShowInMenu,Show In Menu,0
2594,com_ReportGroups,ApplicationGuid,Application Guid,0
2595,com_WebServiceLogs,WebServiceGuid,Web Service Guid,0
2596,com_WebServiceLogs,Details,Details,0
2597,com_UserGroupMembers,UserGroupGuid,User Group Guid,0
2598,com_Drawings,ContentJpeg,Content Jpeg,0
2599,com_OrganizationRelatedPeopleGroupMembers,OrganizationRelatedPeopleGroupID,Organization Related People Group ID,1
2600,com_OrganizationRelatedPeopleGroupMembers,OrganizationRelatedPeopleID,Organization Related People ID,1
2601,com_SmsProviders,SmsProviderType,Sms Provider Type,0
2602,com_SmsProviders,Domain,Domain,0
2603,com_SmsProviders,Password,Password,1
2604,com_PersonConflicts,ConflictSetGuid,Conflict Set Guid,0
2605,com_WebServiceMethods,ReturnType,Return Type,0
2606,com_UserGroups,AccessType,Access Type,0
2607,com_DynamicReportFields,DynamicReportId,Dynamic Report Id,0
2608,com_DynamicReportFields,IsGroup,Is Group,0
2609,com_DynamicReportFields,DynamicReportOperation,Dynamic Report Operation,0
2610,com_SmsProviderReceiverSoftwares,SmsProviderID,Sms Provider ID,1
2611,com_DynamicReports,GroupFieldName,Group Field Name,0
2612,com_DynamicReports,GroupDirection,Group Direction,0
2613,com_DynamicReports,SortFieldName,Sort Field Name,0
2614,com_DynamicReports,PageSize,Page Size,0
2615,com_DynamicReports,GroupInNewPage,Group In New Page,0
2616,com_DynamicReports,IsLandscape,Is Landscape,0
2617,com_DynamicReports,SuppressNullRows,Suppress Null Rows,0
2618,com_DynamicReports,SuppressZero,Suppress Zero,0
2619,com_WebServiceParameters,ParameterOrder,Parameter Order,0
2620,com_EmailGroupMembers,GroupId,Group Id,0
2621,com_Contacts,Company,Company,0
2622,com_Contacts,WebPageURL,Web Page UL,0
2623,com_Contacts,BusinessPhone1,Business Phone,1
2624,com_Contacts,CompanyPhone1,Company Phone,1
2625,com_Contacts,MobilePhone1,Mobile Phone,1
2626,com_Contacts,HomeAddress,Home Address,1
2627,com_Contacts,OfficeAddress,Office Address,1
2628,com_Contacts,OtherAddress,Other Address,1
2629,com_Contacts,DefaultAddress,Default Address,1
2630,com_Contacts,IdNumber,Id Number,0
2631,com_Contacts,RegCode,Reg Code,0
2632,com_Contacts,EcoCode,Eco Code,0
2633,com_WebServices,IsWebApi,Is Web Api,0
2634,com_WebServices,AuthenticationType,Authentication Type,0
2635,com_WebServices,AuthenticationInfo,Authentication Info,0
2636,com_Outbox,RetryCount,Retry Count,0
2637,com_Outbox,FirstTryTime,First Try Time,0
2638,com_Outbox,LastRetryTime,Last Retry Time,0
2639,com_Outbox,TransportProtocol,Transport Protocol,0
2640,com_Outbox,ReferenceIdentifier,Reference Identifier,0
2641,com_Outbox,MessageID,Message ID,1
2642,com_Outbox,FailureSource,Failure Source,0
2643,com_Outbox,FailureReason,Failure Reason,0
2644,com_Outbox,ReceiverIdentifier,Receiver Identifier,0
2645,com_Outbox,SenderInfo,Sender Info,0
2646,com_Outbox,ReceiverInfo,Receiver Info,0
2647,com_Outbox,TransportData,Transport Data,0
2648,com_Outbox,ScheduledTime,Scheduled Time,0
2649,com_UserLogins,ComputerName,Computer Name,0
2650,com_UserLogins,LoginTime,Login Time,0
2651,com_UserLogins,LogoutTime,Logout Time,0
2652,com_UserLogins,AutoLogout,Auto Logout,0
2653,com_UserLogins,LastActivityTime,Last Activity Time,0
2654,com_UserLogins,Integrity,Integrity,0
2655,com_UserLogins,IntegrityVersion,Integrity Version,0
2656,com_EventContextFields,EventGuid,Event Guid,0
2657,com_Permanents,TypeNo,Type No,0
2658,com_Permanents,AvailableOnMobile,Available On Mobile,0
2659,com_SmsInbox,Sender,Sender,0
2660,com_SmsInbox,Processed,Processed,0
2661,com_SmsInbox,New,New,0
2662,com_Inbox,MessageInfo,Message Info,0
2663,com_EventFlowcharts,Log,Log,0
2664,com_EventFlowcharts,Xaml,Xaml,0
2665,com_EventFlowcharts,Xaml_filename,Xamlfilename,0
2666,com_PermissionDigitalSignatures,Signature,Signature,0
2667,com_SmsOutbox,SmsCenterResultID,Sms Center Result ID,1
2668,com_Priorities,DeadlineWarningInterval,Deadline Warning Interval,0
2669,com_FinancialActivityTypeFiscalYearDetails,FinancialActivityTypeGuid,Financial Activity Type Guid,0
2670,com_DepartmentAuthorizationAttributes,AuthorizationFactorType,Authorization Factor Type,0
2671,com_DepartmentAuthorizationAttributes,AuthorizationFactorGuid,Authorization Factor Guid,0
2672,com_DepartmentAuthorizationAttributes,AuthorizationFactorHierarchy,Authorization Factor Hierarchy,0
2673,com_DepartmentAuthorizationAttributes,CalculatedAuthorizationFactorGuid,Calculated Authorization Factor Guid,0
2674,com_SyncManualSelectionObjects,IsExported,Is Exported,0
2675,com_TrackerStatusResponses,TrackerStatusID,Tracker Status ID,1
2676,com_TrackerStatusResponses,LanguageKey,Language Key,0
2677,com_TrackerStatusResponses,Tag,Tag,0
2678,com_TrackerStatusResponses,Response,Response,0
2679,com_ExtraModelSearchTemplateFields,TemplateId,Template Id,0
2680,com_ExtraModelSearchTemplateFields,FieldId,Field Id,0
2681,com_PhysicalDatabases,OperationalServerGuid,Operational Server Guid,0
2682,com_PhysicalDatabases,DataSource,Data Source,0
2683,com_PhysicalDatabases,ConnectionTimeout,Connection Timeout,0
2684,com_PhysicalDatabases,QueryTimeout,Query Timeout,0
2685,com_Discussion,NonMembersCanBeMentioned,Non Members Can Be Mentioned,0
2686,com_DigitalSignatureVersion,SignType,Sign Type,0
2687,com_DigitalSignatureVersion,VersionNum,Version Num,0
2688,com_DigitalSignatureVersion,Fields,Fields,0
2689,com_WebPublishingBuffer,XmlContent,Xml Content,0
2690,com_WebPublishingBuffer,WebSubmitDate,Web Submit Date,0
2691,com_WebPublishingBuffer,UserIPAddress,User Address,1
2692,com_DiscussionEntry,CreationTime,Creation Time,0
2693,com_DiscussionEntry,MemberGuid,Member Guid,0
2694,com_DiscussionEntry,DiscussionGuid,Discussion Guid,0
2695,com_DiscussionEntry,MessageContent,Message Content,0
2696,com_DiscussionEntry,ContentType,Content Type,0
2697,com_DiscussionEntry,MessageType,Message Type,0
2698,com_DigitalSignature,UserCertificateGuid,User Certificate Guid,0
2699,com_DigitalSignature,SignVersionGuid,Sign Version Guid,0
2700,com_DigitalSignature,SignedContent,Signed Content,0
2701,com_Dictionary,Word,Word,0
2702,com_DiscussionMember,Unsubscribed,Unsubscribed,0
2703,com_UserHotkeys,Ctrl,Ctrl,0
2704,com_DTSProcesses,OwnerUserGuid,Owner User Guid,0
2705,com_DTSProcesses,PackageTitle,Package Title,0
2706,com_DTSProcesses,TransmissionStartTime,Transmission Start Time,0
2707,com_DTSProcesses,TransmittedRecordsCount,Transmitted Records Count,0
2708,com_DTSProcesses,TransmissionEndTime,Transmission End Time,0
2709,com_DTSProcesses,ValidationStartTime,Validation Start Time,0
2710,com_DTSProcesses,ValidRecordsCount,Valid Records Count,0
2711,com_DTSProcesses,InValidRecordsCount,In Valid Records Count,0
2712,com_DTSProcesses,ValidationEndTime,Validation End Time,0
2713,com_DTSProcesses,ValidationResult,Validation Result,0
2714,com_DTSProcesses,TransformationStartTime,Transformation Start Time,0
2715,com_DTSProcesses,TransformedRecordsCount,Transformed Records Count,0
2716,com_DTSProcesses,UntransformedRecordsCount,Untransformed Records Count,0
2717,com_DTSProcesses,TransformationEndTime,Transformation End Time,0
2718,com_DTSProcesses,TransformationComments,Transformation Comments,0
2719,com_UserSessionPolicies,AllowedSessionsCount,Allowed Sessions Count,0
2720,com_UserSessionPolicies,FailureBehavior,Failure Behavior,0
2721,com_UserSessionPolicies,Banned,Banned,0
2722,com_Feedbacks,UserName,User Name,0
2723,com_Feedbacks,UserFullName,User Full Name,0
2724,com_Feedbacks,Detail,Detail,0
2725,com_DidgahWebServices,IsDBLogEnabled,Is Log Enabled,0
2726,com_DidgahWebServices,IsTextLogEnabled,Is Text Log Enabled,0
2727,com_DidgahWebServices,LogDaysToKeep,Log Days To Keep,0
2728,com_ExternalSystemReferences,ExternalSystemGuid,External System Guid,0
2729,com_ExternalSystemReferences,IsCategory,Is Category,0
2730,com_DidgahWebServiceValidIPs,DidgahWebServiceGuid,Didgah Web Service Guid,0
2731,com_DidgahWebServiceValidIPs,ValidIP,Valid IP,0
2732,com_ExternalSystems,WebServiceUrl,Web Service Url,0
2733,com_ExternalSystems,ValidIPs,Valid Ps,0
2734,com_ExternalSystems,SyncedToIdentityServer,Synced To Identity Server,0
2735,com_UserMachineIdentifiers,MachineIdentifier,Machine Identifier,0
2736,com_SyncServerRelatedMobileSoftwares,SyncServerGuid,Sync Server Guid,0
2737,com_UserCertificates,File_filename,Filefilename,0
2738,com_UserCertificates,Thumbprint,Thumbprint,0
2739,com_UserCertificates,SubjectDN,Subject DN,0
2740,com_FiscalYears,IsCodingClosed,Is Coding Closed,0
2741,com_FailedExternalSystemNotifications,ActionID,Action ID,1
2742,com_FlowNodes,FlowId,Flow Id,0
2743,com_FlowNodes,StatusId,Status Id,0
2744,com_FlowNodes,Deadline,Deadline,0
2745,com_FlowNodes,OwningFlag,Owning Flag,0
2746,com_FlowNodes,AlertIconFileName,Alert Icon File Name,0
2747,com_FlowNodes,FolderId,Folder Id,0
2748,com_FlowNodes,Unread,Unread,0
2749,com_FlowNodes,PhaseId,Phase Id,0
2750,com_FlowNodes,StatusCaption,Status Caption,0
2751,com_FlowNodes,PhaseCaption,Phase Caption,0
2752,com_OAuthProviders,BaseUri,Base Uri,0
2753,com_OAuthProviders,AuthorizationUri,Authorization Uri,0
2754,com_OAuthProviders,TokenUri,Token Uri,0
2755,com_OAuthProviders,ClientID,Client ID,1
2756,com_OAuthProviders,ClientSecret,Client Secret,0
2757,com_OAuthProviders,ResponseType,Response Type,0
2758,com_OAuthProviders,RedirectUri,Redirect Uri,0
2759,com_OAuthProviders,ScopeList,Scope List,0
2760,com_OAuthProviders,IsAuthenticationProvider,Is Authentication Provider,0
2761,com_OAuthProviders,ExtraAuthorizationParameters,Extra Authorization Parameters,0
2762,com_EntityAttributeValues,Attribute,Attribute,0
2763,com_Alerts,AlertDate,Alert Date,0
2764,com_Alerts,PriorityId,Priority Id,0
2765,com_Alerts,ImageFilename,Image Filename,0
2766,com_Alerts,Dismissed,Dismissed,0
2767,com_Alerts,Dismissable,Dismissable,0
2768,com_Alerts,OpenReference,Open Reference,0
2769,com_Alerts,ExtendedInfo,Extended Info,0
2770,com_Alerts,WorkflowUsecaseGuid,Workflow Usecase Guid,0
2771,com_Flows,Linear,Linear,0
2772,com_Flows,Option1,Option,0
2773,com_FrozenObjects,ObjectId,Object Id,0
2774,com_FrozenObjects,ObjectFlag,Object Flag,0
2775,com_FrozenObjects,StateTitle,State Title,0
2776,com_FrozenObjects,StateData,State Data,0
2777,com_OAuthProviderServices,OAuthProviderGuid,Auth Provider Guid,0
2778,com_OAuthProviderServices,Uri,Uri,0
2779,com_ItemCategories,CategoryId,Category Id,0
2780,com_ItemCategories,ItemFlag,Item Flag,0
2781,com_ItemCategories,ItemSoftwareGuid,Item Software Guid,0
2782,com_DiscussionLog,MemberActivityType,Member Activity Type,0
2783,com_DiscussionLog,DiscussionEntryGuid,Discussion Entry Guid,0
2784,com_Users,PersonTitleId,Person Title Id,0
2785,com_Users,FileSpace,File Space,0
2786,com_Users,MessageAttachmentLimit,Message Attachment Limit,0
2787,com_Users,LanguageId,Language Id,0
2788,com_Users,CalendarType,Calendar Type,0
2789,com_Users,DefaultSoftwareGuid,Default Software Guid,0
2790,com_Users,ThemeId,Theme Id,0
2791,com_Users,OutlookbarSlide,Outlookbar Slide,0
2792,com_Users,WebMenuEffect,Web Menu Effect,0
2793,com_Users,HandleKeyboard,Handle Keyboard,0
2794,com_Users,AlertsAutoPopup,Alerts Auto Popup,0
2795,com_Users,PasswordShouldBeChanged,Password Should Be Changed,1
2796,com_Users,Uid,Uid,0
2797,com_Users,FirstAutoPermittedIPsCount,First Auto Permitted Ps Count,0
2798,com_Users,FirstAutoPermittedMachineIdentifiersCount,First Auto Permitted Machine Identifiers Count,0
2799,com_Users,DontPlayAlertsSound,Dont Play Alerts Sound,0
2800,com_Users,LightPen,Light Pen,0
2801,com_Users,BodyFileLimit,Body File Limit,0
2802,com_Users,AttachmentLimit,Attachment Limit,0
2803,com_Users,OpenMenusByClick,Open Menus By Click,0
2804,com_Users,MobileUserType,Mobile User Type,0
2805,com_Users,DidgahMobileAlertExcludeSoftwareList,Didgah Mobile Alert Exclude Software List,0
2806,com_Users,ChangePasswordDate,Change Password Date,1
2807,com_Users,MessageReceiversLimit,Message Receivers Limit,0
2808,com_Users,ActivityLimitationDate,Activity Limitation Date,0
2809,com_Users,TelegramUserID,Telegram User ID,1
2810,com_Users,AuthenticationTokenProfileName,Authentication Token Profile Name,0
2811,com_Users,ShowOtherAssignedStaffAlerts,Show Other Assigned Staff Alerts,0
2812,com_Users,TimeZoneOffset,Time Zone Offset,0
2813,com_Users,LoginDataIntegrity,Login Data Integrity,0
2814,com_Memo,MemobookGuid,Memobook Guid,0
2815,com_Memo,IsPinned,Is Pinned,0
2816,com_LogServiceDetails,ServiceName,Service Name,0
2817,com_LogServiceDetails,SubSystemName,Sub System Name,0
2818,com_PersonTimelineSync,LastSyncDate,Last Sync Date,0
2819,com_MigrateTemplateDetails,MigrateTemplateID,Migrate Template ID,1
2820,com_MigrateTemplateDetails,TableFieldName,Table Field Name,0
2821,com_MigrateTemplateDetails,MigrateFieldName,Migrate Field Name,0
2822,com_MigrateTemplates,TemplateName,Template Name,0
2823,com_PackHash_HashLogs,FullPath,Full Path,0
2824,com_PackHash_HashLogs,OldFullPath,Old Full Path,0
2825,com_PackHash_HashLogs,Generator,Generator,0
2826,com_PackHash_HashLogs,Method,Method,0
2827,com_TimelineDiscussionMapping,TimelineMessageGuid,Timeline Message Guid,0
2828,com_Notes,Public,Public,0
2829,com_OAuthProviderUtilizers,SoftwareFlag,Software Flag,0
2830,com_Departments,ParentDeptId,Parent Dept Id,0
2831,com_Departments,LinkMode,Link Mode,0
2832,com_Departments,RemoteGuid,Remote Guid,0
2833,com_Departments,RemoteEmail,Remote Email,0
2834,com_Departments,BureauCode,Bureau Code,0
2835,com_Departments,SecretarialId,Secretarial Id,0
2836,com_Departments,WorkSectionId,Work Section Id,0
2837,com_Departments,FinancialCenterId,Financial Center Id,0
2838,com_Departments,BatchInsertGuid,Batch Insert Guid,0
2839,com_Departments,SelfContainedDatabasesCount,Self Contained Databases Count,0
2840,com_Departments,SapadPartyId,Sapad Party Id,0
2841,com_Departments,ContactInfo,Contact Info,0
2842,com_Tenants,ENKeyword,Keyword,0
2843,com_PackHash_SignatureLogs,IsValid,Is Valid,0
2844,com_PackHash_SignatureLogs,FullFilename,Full Filename,0
2845,com_UserLoginLockInfos,LoginFailedCount,Login Failed Count,0
2846,com_UserLoginLockInfos,LockType,Lock Type,0
2847,com_UserLoginLockInfos,LastLockDate,Last Lock Date,0
2848,com_Files,FileTypeID,File Type ID,1
2849,com_Files,FileName,File Name,0
2850,com_Files,FileNatureID,File Nature ID,1
2851,com_Files,RepositoryGuid,Repository Guid,0
2852,com_Files,Age,Age,0
2853,com_Indicators,IndicatorRepositoryGuid,Indicator Repository Guid,0
2854,com_OrganizationRelatedDepartment,OrganizationID,Organization ID,1
2855,com_OrganizationRelatedDepartment,Telephone,Telephone,1
2856,com_OrganizationRelatedDepartment,LinkServerEmail,Link Server Email,0
2857,com_OrganizationRelatedDepartment,LinkServerUrl,Link Server Url,0
2858,com_OrganizationRelatedDepartment,LinkType,Link Type,0
2859,com_OrganizationRelatedDepartment,GuidHierarchy,Guid Hierarchy,0
2860,com_OrganizationRelatedDepartment,SapadPartyID,Sapad Party ID,1
2861,com_Staff,ParentStaffId,Parent Staff Id,0
2862,com_Staff,PermissionTemplateId,Permission Template Id,0
2863,com_Staff,SubDeptsApprovementResponsible,Sub Depts Approvement Responsible,0
2864,com_Staff,ShowPersonDisplayNameInFullTitle,Show Person Display Name In Full Title,0
2865,com_IndicatorRepositories,Seed,Seed,0
2866,com_OrganizationRelatedPeople,PersonTitleID,Person Title ID,1
2867,com_OrganizationRelatedPeople,FaxNumber,Fax Number,0
2868,com_OrganizationRelatedPeople,CellPhoneNumber,Cell Phone Number,1
2869,com_MobileDeviceApplications,MobileDeviceGuid,Mobile Device Guid,0
2870,com_MobileDeviceApplications,NotificationServerVersion,Notification Server Version,0
2871,com_MobileDeviceApplications,RsaPublicKey,Rsa Public Key,0
2872,com_IndicatorRepositoryPartitions,DateCreated,Date Created,0
2873,com_IndicatorRepositoryPartitions,PartitionFactor,Partition Factor,0
2874,com_Log,ServiceDetailID,Service Detail ID,1
2875,com_Log,Exception,Exception,0
2876,com_Log,Severity,Severity,0
2877,com_Log,IP,IP,0
2878,com_Log,Origin,Origin,0
2879,com_Organizations,ContactId,Contact Id,0
2880,com_Organizations,LinkServerCode,Link Server Code,0
2881,com_Organizations,Unorganized,Unorganized,0
2882,com_Organizations,OrganizationGuid,Organization Guid,0
2883,com_Organizations,ShamimOrganization,Shamim Organization,0
2884,com_Organizations,BodyFileReceivingType,Body File Receiving Type,0
2885,com_Organizations,BodyFileImageReceivingType,Body File Image Receiving Type,0
2886,com_Organizations,OrganizationNature,Organization Nature,0
2887,com_Organizations,RelatedOrganizationTypeGuid,Related Organization Type Guid,0
2888,com_Organizations,ReceiverServerType,Receiver Server Type,0
2889,com_OrganizationSapaadConfig,ModifierUserGuid,Modifier User Guid,0
2890,com_OrganizationSapaadConfig,CorrespondenceHistoryResponseType,Correspondence History Response Type,0
2891,com_OrganizationSapaadConfig,ReferenceDocumentResponseType,Reference Document Response Type,0
2892,com_OrganizationSapaadConfig,DigitalSignatureResponseType,Digital Signature Response Type,0
2893,com_IndicatorRepositoryPartitionSequences,IndicatorRepositoryPartitionID,Indicator Repository Partition ID,1
2894,com_IndicatorRepositoryPartitionSequences,OwnerStaffGuid,Owner Staff Guid,0
2895,com_IndicatorRepositoryPartitionSequences,IsGlobal,Is Global,0
2896,com_LogicalDatabases,PhysicalDatabaseGuid,Physical Database Guid,0
2897,com_IndicatorUsageTypes,UsageTypeGuid,Usage Type Guid,0
2898,com_Permissions,AccessorId,Accessor Id,0
2899,com_Permissions,AccessorType,Accessor Type,0
2900,com_SoftwareFiscalYearDetailStates,FiscalYearDetailState,Fiscal Year Detail State,0
2901,com_SoftwareSettings,SeparationFactorGuid,Separation Factor Guid,0
2902,com_AccessZoneLicenseDetails,LicenseOption,License Option,0
2903,com_WebServiceAccessCodes,AccessCodeGuid,Access Code Guid,0
2904,__staff930909,staffParentId,staff Parent Id,0
2905,__staff930909,DepParentId,Dep Parent Id,0
